trip_id,lorry_id,driver_id,class,fuel,corridor,depart,arrive,year,month,day,hour,distance_km,travel_minutes,avg_speed_kmh,idle_seconds,load_ratio,co_g,co2_g,nox_g,ch4_g,fuel_l,co2_baseline_g,fuel_baseline_l,idle_baseline_seconds,co2_saved_g,fuel_saved_l
7499,LRQ-0006,DRV-324,Prime mover + trailer (Euro 5),diesel,North-South Expressway (KL-Penang),2026-07-04T08:00:00,2026-07-04T12:35:05.972057,2026,7,4,8,295.24,275.1,64.4,510.5,0.61,1439.43,426669.9,5253.77,23.991,176.89,510148.3,211.5,684.6,83478.4,34.61
7500,LRQ-0006,DRV-324,Prime mover + trailer (Euro 5),diesel,North-South Expressway (KL-Penang),2026-07-04T11:04:00,2026-07-04T14:55:51.107488,2026,7,4,11,295.24,231.9,76.4,327.7,0.91,1448.5,429938.2,5294.01,24.142,178.25,430447.8,178.46,361.6,509.7,0.21
7501,LRQ-0007,DRV-798,Rigid 3-axle (B20 biodiesel),biodiesel-b20,East Coast (KL-Kuantan),2026-07-04T18:24:00,2026-07-04T23:35:55.738346,2026,7,4,18,214.01,311.9,41.2,429.7,0.32,1334.47,396057.0,4876.82,22.241,184.73,565858.2,263.93,581.2,169801.2,79.2
7502,LRQ-0007,DRV-798,Rigid 3-axle (B20 biodiesel),biodiesel-b20,KLIA Air-Freight Link,2026-07-04T05:04:00,2026-07-04T05:59:06.084212,2026,7,4,5,43.8,55.1,47.7,106.7,0.86,239.56,70937.8,873.49,3.993,33.09,75917.0,35.41,123.1,4979.1,2.32
7503,LRQ-0007,DRV-798,Rigid 3-axle (B20 biodiesel),biodiesel-b20,KLIA Air-Freight Link,2026-07-04T17:30:00,2026-07-04T18:43:36.701960,2026,7,4,17,43.8,73.6,35.7,375.1,0.51,352.32,103677.0,1276.62,5.872,48.36,210747.0,98.3,573.6,107070.0,49.94
7504,LRQ-0008,DRV-482,Electric rigid (BEV),electric,North-South Expressway (KL-Penang),2026-07-04T07:37:00,2026-07-04T11:58:00.526433,2026,7,4,7,295.24,261.0,67.9,130.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.1,0.0,0.0
7505,LRQ-0008,DRV-482,Electric rigid (BEV),electric,East Coast (KL-Kuantan),2026-07-04T11:56:00,2026-07-04T16:04:04.979216,2026,7,4,11,214.01,248.1,51.8,198.2,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.7,0.0,0.0
7506,LRQ-0008,DRV-482,Electric rigid (BEV),electric,North-South Expressway (KL-JB),2026-07-04T13:43:00,2026-07-04T17:34:12.810708,2026,7,4,13,296.43,231.2,76.9,124.5,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.6,0.0,0.0
7507,LRQ-0009,DRV-775,Rigid 3-axle (Euro 4),diesel,North-South Expressway (KL-JB),2026-07-04T16:17:00,2026-07-04T21:13:39.147927,2026,7,4,16,296.43,296.7,60.0,752.9,0.77,1327.86,392009.8,4826.99,22.131,146.27,527755.4,196.92,999.5,135745.6,50.65
7508,LRQ-0009,DRV-775,Rigid 3-axle (Euro 4),diesel,Port Klang - KL Distribution,2026-07-04T17:05:00,2026-07-04T18:22:57.650726,2026,7,4,17,36.51,78.0,28.1,1112.8,0.85,478.1,137214.6,1689.58,7.968,51.2,735343.4,274.38,2268.5,598128.8,223.18
7509,LRQ-0010,DRV-330,Electric rigid (BEV),electric,East Coast (KL-Kuantan),2026-07-04T07:35:00,2026-07-04T12:26:55.750649,2026,7,4,7,214.01,291.9,44.0,393.1,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.3,0.0,0.0
7510,LRQ-0010,DRV-330,Electric rigid (BEV),electric,North-South Expressway (KL-Penang),2026-07-04T05:00:00,2026-07-04T09:09:30.712087,2026,7,4,5,295.24,249.5,71.0,283.7,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.3,0.0,0.0
7511,LRQ-0010,DRV-330,Electric rigid (BEV),electric,Port Klang - KL Distribution,2026-07-04T20:32:00,2026-07-04T21:41:02.430577,2026,7,4,20,36.51,69.0,31.7,1030.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373.4,0.0,0.0
7512,LRQ-0011,DRV-690,Rigid 2-axle (Euro 5),diesel,KLIA Air-Freight Link,2026-07-04T20:06:00,2026-07-04T21:10:43.905811,2026,7,4,20,43.8,64.7,40.6,193.0,0.91,270.44,79755.5,982.06,4.507,35.01,109231.8,47.95,256.5,29476.3,12.94
7513,LRQ-0011,DRV-690,Rigid 2-axle (Euro 5),diesel,North-South Expressway (KL-Penang),2026-07-04T10:29:00,2026-07-04T14:31:22.843440,2026,7,4,10,295.24,242.4,73.1,431.9,0.33,654.88,193595.9,2383.83,10.915,84.99,196064.5,86.07,476.4,2468.6,1.08
7514,LRQ-0011,DRV-690,Rigid 2-axle (Euro 5),diesel,Port Klang - KL Distribution,2026-07-04T06:18:00,2026-07-04T07:29:58.539949,2026,7,4,6,36.51,72.0,30.4,1031.2,0.63,254.21,71930.4,885.71,4.237,31.58,151568.7,66.54,1578.3,79638.3,34.96
7515,LRQ-0012,DRV-919,Prime mover + trailer (Euro 3),diesel,North-South Expressway (KL-Penang),2026-07-04T12:35:00,2026-07-04T16:24:02.002689,2026,7,4,12,295.24,229.0,77.3,402.1,0.46,1906.16,565579.8,6964.23,31.769,168.83,565280.9,168.74,437.1,-298.9,-0.09
7516,LRQ-0013,DRV-956,Prime mover + trailer (Euro 3),diesel,North-South Expressway (KL-Penang),2026-07-04T19:28:00,2026-07-04T23:54:36.450613,2026,7,4,19,295.24,266.6,66.4,653.2,0.72,2256.87,668424.0,8230.59,37.614,199.53,765264.2,228.44,795.6,96840.2,28.91
7517,LRQ-0013,DRV-956,Prime mover + trailer (Euro 3),diesel,North-South Expressway (KL-JB),2026-07-04T14:42:00,2026-07-04T18:43:54.132125,2026,7,4,14,296.43,241.9,73.5,263.2,0.59,2015.2,598687.7,7371.9,33.587,178.71,605495.9,180.75,297.9,6808.2,2.03
7518,LRQ-0013,DRV-956,Prime mover + trailer (Euro 3),diesel,Port Klang - KL Distribution,2026-07-04T15:05:00,2026-07-04T16:09:46.429358,2026,7,4,15,36.51,64.8,33.8,919.2,0.98,618.61,178662.4,2199.95,10.31,53.33,223697.7,66.78,1173.3,45035.3,13.44
7519,LRQ-0014,DRV-777,Rigid 3-axle (Euro 4),diesel,East Coast (KL-Kuantan),2026-07-04T05:30:00,2026-07-04T09:34:27.032541,2026,7,4,5,214.01,244.5,52.5,0.0,0.34,1051.3,313053.9,3854.77,17.522,116.81,321009.8,119.78,0.0,7955.9,2.97
7520,LRQ-0015,DRV-182,Rigid 2-axle (Euro 5),diesel,Port Klang - KL Distribution,2026-07-04T20:23:00,2026-07-04T21:32:28.691706,2026,7,4,20,36.51,69.5,31.5,939.5,0.69,248.81,70584.1,869.13,4.147,30.99,122633.6,53.83,1354.3,52049.5,22.85
7521,LRQ-0016,DRV-344,Rigid 3-axle (B20 biodiesel),biodiesel-b20,North-South Expressway (KL-JB),2026-07-04T05:09:00,2026-07-04T09:07:22.376110,2026,7,4,5,296.43,238.4,74.6,238.4,0.56,863.44,256312.7,3156.09,14.391,119.55,257999.7,120.34,270.4,1687.1,0.79
7522,LRQ-0017,DRV-261,Rigid 2-axle (Euro 5),diesel,North-South Expressway (KL-Penang),2026-07-04T20:48:00,2026-07-05T00:51:53.387206,2026,7,4,20,295.24,243.9,72.6,121.7,0.41,678.7,201690.9,2483.51,11.312,88.54,208052.5,91.33,147.1,6361.6,2.79
7523,LRQ-0017,DRV-261,Rigid 2-axle (Euro 5),diesel,North-South Expressway (KL-JB),2026-07-04T10:00:00,2026-07-04T14:20:33.607587,2026,7,4,10,296.43,260.6,68.3,683.5,0.32,670.38,197398.4,2430.65,11.173,86.65,204809.5,89.91,823.4,7411.0,3.25
7524,LRQ-0018,DRV-308,Rigid 3-axle (Euro 4),diesel,North-South Expressway (KL-JB),2026-07-04T20:39:00,2026-07-05T00:44:39.269786,2026,7,4,20,296.43,245.7,72.4,342.6,0.56,1073.41,318201.0,3918.15,17.89,118.73,325115.3,121.31,413.7,6914.3,2.58
7525,LRQ-0018,DRV-308,Rigid 3-axle (Euro 4),diesel,East Coast (KL-Kuantan),2026-07-04T20:29:00,2026-07-05T00:59:08.493891,2026,7,4,20,214.01,270.1,47.5,0.0,0.49,1347.58,401280.8,4941.14,22.46,149.73,446219.0,166.5,0.0,44938.3,16.77
7526,LRQ-0018,DRV-308,Rigid 3-axle (Euro 4),diesel,North-South Expressway (KL-Penang),2026-07-04T12:27:00,2026-07-04T16:13:20.813960,2026,7,4,12,295.24,226.3,78.3,240.9,0.91,1186.51,352178.3,4336.52,19.775,131.41,351985.2,131.34,261.6,-193.1,-0.07
7527,LRQ-0019,DRV-109,Rigid 2-axle (Euro 5),diesel,East Coast (KL-Kuantan),2026-07-04T19:16:00,2026-07-05T00:18:54.867336,2026,7,4,19,214.01,302.9,42.4,381.1,0.82,1235.79,366505.6,4512.94,20.597,160.89,484012.7,212.47,498.6,117507.0,51.58
7528,LRQ-0019,DRV-109,Rigid 2-axle (Euro 5),diesel,North-South Expressway (KL-JB),2026-07-04T16:42:00,2026-07-04T21:37:13.185907,2026,7,4,16,296.43,295.2,60.2,667.0,0.41,781.45,230449.3,2837.62,13.024,101.16,310245.5,136.19,884.6,79796.2,35.03
7529,LRQ-0020,DRV-782,Prime mover + trailer (Euro 3),diesel,East Coast (KL-Kuantan),2026-07-04T13:10:00,2026-07-04T17:07:01.224325,2026,7,4,13,214.01,237.0,54.2,234.4,0.77,2128.58,632520.7,7788.5,35.476,188.81,638150.2,190.49,248.4,5629.4,1.68
7530,LRQ-0020,DRV-782,Prime mover + trailer (Euro 3),diesel,Port Klang - KL Distribution,2026-07-04T14:18:00,2026-07-04T15:17:23.571960,2026,7,4,14,36.51,59.4,36.9,752.3,0.36,444.48,128694.4,1584.67,7.408,38.42,147933.9,44.16,914.9,19239.6,5.74
7531,LRQ-0020,DRV-782,Prime mover + trailer (Euro 3),diesel,Port Klang - KL Distribution,2026-07-04T16:13:00,2026-07-04T17:24:40.914852,2026,7,4,16,36.51,71.7,30.6,915.0,0.84,781.15,227328.5,2799.19,13.019,67.86,619941.3,185.06,1524.4,392612.7,117.2
7532,LRQ-0021,DRV-491,Rigid 3-axle (Euro 4),diesel,North-South Expressway (KL-Penang),2026-07-04T06:50:00,2026-07-04T11:12:51.166184,2026,7,4,6,295.24,262.9,67.4,492.6,0.96,1272.34,376512.6,4636.16,21.206,140.49,409114.5,152.65,605.8,32601.9,12.16
7533,LRQ-0021,DRV-491,Rigid 3-axle (Euro 4),diesel,North-South Expressway (KL-Penang),2026-07-04T07:12:00,2026-07-04T11:51:50.550462,2026,7,4,7,295.24,279.8,63.3,548.9,0.93,1317.67,389764.5,4799.34,21.961,145.43,452272.8,168.76,713.9,62508.4,23.32
7534,LRQ-0022,DRV-439,Electric rigid (BEV),electric,KLIA Air-Freight Link,2026-07-04T12:50:00,2026-07-04T13:44:47.404235,2026,7,4,12,43.8,54.8,48.0,194.2,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.1,0.0,0.0
7535,LRQ-0023,DRV-825,Electric rigid (BEV),electric,KLIA Air-Freight Link,2026-07-04T19:07:00,2026-07-04T20:22:01.118242,2026,7,4,19,43.8,75.0,35.0,447.4,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.5,0.0,0.0
7536,LRQ-0023,DRV-825,Electric rigid (BEV),electric,KLIA Air-Freight Link,2026-07-04T05:20:00,2026-07-04T06:17:21.792510,2026,7,4,5,43.8,57.4,45.8,242.4,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.7,0.0,0.0
7537,LRQ-0024,DRV-230,Electric rigid (BEV),electric,KLIA Air-Freight Link,2026-07-04T07:29:00,2026-07-04T08:40:06.656957,2026,7,4,7,43.8,71.1,37.0,296.7,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.3,0.0,0.0
7538,LRQ-0024,DRV-230,Electric rigid (BEV),electric,North-South Expressway (KL-Penang),2026-07-04T06:33:00,2026-07-04T10:56:10.924975,2026,7,4,6,295.24,263.2,67.3,512.4,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,0.0,0.0
7539,LRQ-0025,DRV-791,Prime mover + trailer (Euro 5),diesel,East Coast (KL-Kuantan),2026-07-04T17:05:00,2026-07-04T21:58:37.509923,2026,7,4,17,214.01,293.6,43.7,192.3,0.66,2038.18,606171.6,7464.05,33.97,251.31,761458.7,315.7,245.7,155287.1,64.38
7540,LRQ-0025,DRV-791,Prime mover + trailer (Euro 5),diesel,North-South Expressway (KL-Penang),2026-07-04T13:02:00,2026-07-04T16:49:48.224483,2026,7,4,13,295.24,227.8,77.8,98.2,0.71,1354.47,402941.0,4961.59,22.575,167.06,403937.3,167.47,111.3,996.3,0.41
7541,LRQ-0026,DRV-586,Rigid 2-axle (Euro 5),diesel,Port Klang - KL Distribution,2026-07-04T11:51:00,2026-07-04T12:53:48.059745,2026,7,4,11,36.51,62.8,34.9,963.5,0.97,206.79,57637.1,709.71,3.447,25.3,65751.3,28.86,1161.8,8114.3,3.56
7542,LRQ-0026,DRV-586,Rigid 2-axle (Euro 5),diesel,North-South Expressway (KL-Penang),2026-07-04T17:47:00,2026-07-04T22:25:11.189751,2026,7,4,17,295.24,278.2,63.7,595.0,0.42,736.73,217367.4,2676.54,12.279,95.42,252279.1,110.75,756.4,34911.7,15.33
7543,LRQ-0026,DRV-586,Rigid 2-axle (Euro 5),diesel,Port Klang - KL Distribution,2026-07-04T16:16:00,2026-07-04T17:34:10.834147,2026,7,4,16,36.51,78.2,28.0,1304.9,0.61,272.99,76555.1,942.66,4.55,33.61,206952.2,90.85,2147.8,130397.0,57.24
7544,LRQ-0027,DRV-670,Electric rigid (BEV),electric,Port Klang - KL Distribution,2026-07-04T18:16:00,2026-07-04T19:39:00.432332,2026,7,4,18,36.51,83.0,26.4,1423.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2981.6,0.0,0.0
7545,LRQ-0027,DRV-670,Electric rigid (BEV),electric,North-South Expressway (KL-Penang),2026-07-04T12:28:00,2026-07-04T16:12:56.814371,2026,7,4,12,295.24,224.9,78.7,156.9,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.3,0.0,0.0
7546,LRQ-0028,DRV-365,Prime mover + trailer (Euro 3),diesel,East Coast (KL-Kuantan),2026-07-04T08:07:00,2026-07-04T13:07:53.137280,2026,7,4,8,214.01,300.9,42.7,318.3,0.37,2924.9,869414.7,10705.48,48.748,259.53,1138493.3,339.85,414.8,269078.6,80.32
7547,LRQ-0028,DRV-365,Prime mover + trailer (Euro 3),diesel,Port Klang - KL Distribution,2026-07-04T06:33:00,2026-07-04T07:45:46.246363,2026,7,4,6,36.51,72.8,30.1,992.2,0.94,804.52,233655.1,2877.1,13.409,69.75,597931.4,178.49,1646.5,364276.3,108.74
7548,LRQ-0028,DRV-365,Prime mover + trailer (Euro 3),diesel,North-South Expressway (KL-Penang),2026-07-04T07:16:00,2026-07-04T11:52:16.427963,2026,7,4,7,295.24,276.3,64.1,334.7,0.97,2486.63,738449.3,9092.85,41.444,220.43,856643.5,255.71,433.8,118194.3,35.28
7549,LRQ-0029,DRV-492,Electric rigid (BEV),electric,KLIA Air-Freight Link,2026-07-04T15:52:00,2026-07-04T16:53:34.701292,2026,7,4,15,43.8,61.6,42.7,377.1,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,0.0,0.0
7550,LRQ-0029,DRV-492,Electric rigid (BEV),electric,North-South Expressway (KL-JB),2026-07-04T07:52:00,2026-07-04T12:58:15.964186,2026,7,4,7,296.43,306.3,58.1,826.6,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1169.0,0.0,0.0
7551,LRQ-0030,DRV-460,Rigid 3-axle (Euro 4),diesel,KLIA Air-Freight Link,2026-07-04T08:13:00,2026-07-04T09:29:18.099621,2026,7,4,8,43.8,76.3,34.4,445.3,0.65,479.19,140765.6,1733.31,7.987,52.52,340807.4,127.17,718.1,200041.8,74.64
7552,LRQ-0030,DRV-460,Rigid 3-axle (Euro 4),diesel,Port Klang - KL Distribution,2026-07-04T19:12:00,2026-07-04T20:28:30.021207,2026,7,4,19,36.51,76.5,28.6,1086.3,0.81,455.07,130544.4,1607.45,7.585,48.71,524757.9,195.81,1988.4,394213.5,147.09
7553,LRQ-0030,DRV-460,Rigid 3-axle (Euro 4),diesel,North-South Expressway (KL-Penang),2026-07-04T05:02:00,2026-07-04T09:14:47.127428,2026,7,4,5,295.24,252.8,70.1,480.2,0.91,1240.59,367154.4,4520.93,20.677,137.0,394042.0,147.03,586.4,26887.6,10.03
7554,LRQ-0031,DRV-737,Prime mover + trailer (Euro 3),diesel,North-South Expressway (KL-JB),2026-07-04T18:22:00,2026-07-04T23:22:10.638096,2026,7,4,18,296.43,300.2,59.3,468.1,0.49,2314.11,686697.7,8455.61,38.568,204.98,1022437.8,305.21,685.7,335740.0,100.22
7555,LRQ-0032,DRV-358,Rigid 2-axle (Euro 5),diesel,KLIA Air-Freight Link,2026-07-04T09:54:00,2026-07-04T11:04:32.628701,2026,7,4,9,43.8,70.5,37.3,277.0,0.31,255.4,75153.0,925.39,4.257,32.99,134597.7,59.09,406.6,59444.6,26.1
7556,LRQ-0032,DRV-358,Rigid 2-axle (Euro 5),diesel,North-South Expressway (KL-Penang),2026-07-04T14:10:00,2026-07-04T18:21:02.290863,2026,7,4,14,295.24,251.0,70.6,794.4,0.68,757.26,222542.1,2740.26,12.621,97.69,228121.2,100.14,927.5,5579.1,2.45
7557,LRQ-0032,DRV-358,Rigid 2-axle (Euro 5),diesel,East Coast (KL-Kuantan),2026-07-04T20:35:00,2026-07-05T01:09:09.148445,2026,7,4,20,214.01,274.2,46.8,240.7,0.94,1054.41,313005.1,3854.17,17.574,137.4,348100.1,152.81,286.5,35095.1,15.41
7558,LRQ-0033,DRV-323,Rigid 2-axle (Euro 5),diesel,East Coast (KL-Kuantan),2026-07-04T09:54:00,2026-07-04T14:40:45.371591,2026,7,4,9,214.01,286.8,44.8,270.4,0.98,1169.07,347012.2,4272.91,19.484,152.33,411997.0,180.86,335.5,64984.7,28.53
7559,LRQ-0034,DRV-813,Prime mover + trailer (Euro 5),diesel,KLIA Air-Freight Link,2026-07-04T13:34:00,2026-07-04T14:27:45.688275,2026,7,4,13,43.8,53.8,48.9,125.4,0.73,323.88,95942.7,1181.38,5.398,39.78,100192.1,41.54,141.0,4249.4,1.76
7560,LRQ-0034,DRV-813,Prime mover + trailer (Euro 5),diesel,North-South Expressway (KL-Penang),2026-07-04T19:00:00,2026-07-04T23:27:37.563305,2026,7,4,19,295.24,267.6,66.2,529.0,0.51,1364.58,404379.5,4979.3,22.743,167.65,463594.5,192.2,641.5,59215.0,24.55
7561,LRQ-0035,DRV-545,Rigid 3-axle (B20 biodiesel),biodiesel-b20,North-South Expressway (KL-JB),2026-07-04T12:06:00,2026-07-04T16:00:57.638211,2026,7,4,12,296.43,235.0,75.7,388.8,0.95,984.64,291717.4,3592.04,16.411,136.06,292237.4,136.3,428.7,520.1,0.24
7562,LRQ-0035,DRV-545,Rigid 3-axle (B20 biodiesel),biodiesel-b20,KLIA Air-Freight Link,2026-07-04T13:50:00,2026-07-04T14:44:12.734834,2026,7,4,13,43.8,54.2,48.5,152.4,0.78,220.68,65162.5,802.37,3.678,30.39,68058.1,31.74,171.4,2895.6,1.35
7563,LRQ-0036,DRV-606,Prime mover + trailer (Euro 5),diesel,Port Klang - KL Distribution,2026-07-04T13:29:00,2026-07-04T14:25:27.862865,2026,7,4,13,36.51,56.5,38.8,660.8,0.6,297.5,86057.5,1059.66,4.958,35.68,94416.2,39.14,783.0,8358.7,3.47
7564,LRQ-0037,DRV-761,Rigid 3-axle (B20 biodiesel),biodiesel-b20,KLIA Air-Freight Link,2026-07-04T15:51:00,2026-07-04T16:47:45.380922,2026,7,4,15,43.8,56.8,46.3,87.8,0.67,241.12,71493.9,880.34,4.019,33.35,79519.2,37.09,104.5,8025.3,3.74
7565,LRQ-0038,DRV-377,Electric rigid (BEV),electric,North-South Expressway (KL-Penang),2026-07-04T09:57:00,2026-07-04T14:16:42.309821,2026,7,4,9,295.24,259.7,68.2,537.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.9,0.0,0.0
7566,LRQ-0038,DRV-377,Electric rigid (BEV),electric,North-South Expressway (KL-JB),2026-07-04T18:53:00,2026-07-04T23:58:10.749423,2026,7,4,18,296.43,305.2,58.3,768.2,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1118.6,0.0,0.0
7567,LRQ-0039,DRV-403,Rigid 3-axle (Euro 4),diesel,East Coast (KL-Kuantan),2026-07-04T19:34:00,2026-07-05T00:35:41.990335,2026,7,4,19,214.01,301.7,42.6,308.3,0.71,1779.39,528501.6,6507.67,29.657,197.2,697952.3,260.43,403.3,169450.7,63.23
7568,LRQ-0039,DRV-403,Rigid 3-axle (Euro 4),diesel,East Coast (KL-Kuantan),2026-07-04T19:21:00,2026-07-05T00:24:20.087442,2026,7,4,19,214.01,303.3,42.3,406.4,0.96,1933.56,573822.9,7065.73,32.226,214.11,757801.4,282.76,531.6,183978.6,68.65
7569,LRQ-0040,DRV-590,Rigid 3-axle (B20 biodiesel),biodiesel-b20,North-South Expressway (KL-Penang),2026-07-04T15:56:00,2026-07-04T20:16:23.214296,2026,7,4,15,295.24,260.4,68.0,310.8,0.66,958.72,284405.7,3502.01,15.979,132.65,341496.7,159.28,440.9,57091.1,26.63
7570,LRQ-0040,DRV-590,Rigid 3-axle (B20 biodiesel),biodiesel-b20,KLIA Air-Freight Link,2026-07-04T14:15:00,2026-07-04T15:09:51.912732,2026,7,4,14,43.8,54.9,47.9,162.1,0.98,239.77,70771.3,871.44,3.996,33.01,74405.9,34.7,183.7,3634.6,1.7
7571,LRQ-0001,DRV-532,Electric rigid (BEV),electric,Port Klang - KL Distribution,2026-07-05T08:59:00,2026-07-05T10:13:40.707811,2026,7,5,8,36.51,74.7,29.3,930.5,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1727.3,0.0,0.0
7572,LRQ-0001,DRV-532,Electric rigid (BEV),electric,North-South Expressway (KL-JB),2026-07-05T11:56:00,2026-07-05T15:50:47.454934,2026,7,5,11,296.43,234.8,75.8,325.9,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.3,0.0,0.0
7573,LRQ-0002,DRV-448,Electric rigid (BEV),electric,North-South Expressway (KL-Penang),2026-07-05T18:29:00,2026-07-05T23:02:57.281061,2026,7,5,18,295.24,274.0,64.7,512.5,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.9,0.0,0.0
7574,LRQ-0003,DRV-982,Rigid 3-axle (B20 biodiesel),biodiesel-b20,Port Klang - KL Distribution,2026-07-05T11:57:00,2026-07-05T12:48:22.993581,2026,7,5,11,36.51,51.4,42.6,278.5,0.48,196.92,57731.4,710.87,3.282,26.93,65739.7,30.66,332.9,8008.3,3.74
7575,LRQ-0003,DRV-982,Rigid 3-axle (B20 biodiesel),biodiesel-b20,North-South Expressway (KL-JB),2026-07-05T05:53:00,2026-07-05T10:05:30.023650,2026,7,5,5,296.43,252.5,70.4,114.1,0.38,828.01,246205.3,3031.63,13.8,114.83,257084.2,119.91,136.6,10878.9,5.07
7576,LRQ-0004,DRV-786,Rigid 2-axle (Euro 5),diesel,East Coast (KL-Kuantan),2026-07-05T14:30:00,2026-07-05T18:35:26.820666,2026,7,5,14,214.01,245.4,52.3,186.9,0.85,832.81,247255.3,3044.56,13.88,108.54,252602.1,110.89,203.7,5346.8,2.35
7577,LRQ-0004,DRV-786,Rigid 2-axle (Euro 5),diesel,East Coast (KL-Kuantan),2026-07-05T12:50:00,2026-07-05T16:56:02.610188,2026,7,5,12,214.01,246.0,52.2,220.3,0.6,765.88,227266.5,2798.43,12.765,99.77,232201.2,101.93,240.1,4934.6,2.17
7578,LRQ-0005,DRV-510,Electric rigid (BEV),electric,North-South Expressway (KL-Penang),2026-07-05T18:56:00,2026-07-05T23:32:45.202585,2026,7,5,18,295.24,276.8,64.0,680.4,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,879.6,0.0,0.0
7579,LRQ-0005,DRV-510,Electric rigid (BEV),electric,Port Klang - KL Distribution,2026-07-05T16:51:00,2026-07-05T18:07:58.100322,2026,7,5,16,36.51,77.0,28.5,1169.9,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2057.7,0.0,0.0
7580,LRQ-0005,DRV-510,Electric rigid (BEV),electric,KLIA Air-Freight Link,2026-07-05T09:44:00,2026-07-05T10:55:07.706377,2026,7,5,9,43.8,71.1,36.9,312.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.1,0.0,0.0
7581,LRQ-0006,DRV-324,Prime mover + trailer (Euro 5),diesel,Port Klang - KL Distribution,2026-07-05T19:26:00,2026-07-05T20:41:30.808382,2026,7,5,19,36.51,75.5,29.0,1027.1,0.32,457.96,132826.9,1635.56,7.633,55.07,535848.3,222.16,1900.4,403021.4,167.09
7582,LRQ-0007,DRV-798,Rigid 3-axle (B20 biodiesel),biodiesel-b20,East Coast (KL-Kuantan),2026-07-05T13:55:00,2026-07-05T17:48:06.796787,2026,7,5,13,214.01,233.1,55.1,0.0,0.66,887.54,264289.2,3254.31,14.792,123.27,266625.8,124.36,0.0,2336.6,1.09
7583,LRQ-0007,DRV-798,Rigid 3-axle (B20 biodiesel),biodiesel-b20,North-South Expressway (KL-Penang),2026-07-05T12:02:00,2026-07-05T15:50:25.593979,2026,7,5,12,295.24,228.4,77.5,365.7,0.37,801.56,237542.8,2924.97,13.359,110.79,237431.6,110.74,397.7,-111.1,-0.05
7584,LRQ-0008,DRV-482,Electric rigid (BEV),electric,North-South Expressway (KL-JB),2026-07-05T19:19:00,2026-07-05T23:56:53.915340,2026,7,5,19,296.43,277.9,64.0,530.4,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716.9,0.0,0.0
7585,LRQ-0009,DRV-775,Rigid 3-axle (Euro 4),diesel,North-South Expressway (KL-JB),2026-07-05T06:28:00,2026-07-05T11:15:56.980320,2026,7,5,6,296.43,287.9,61.8,681.4,0.45,1149.73,339619.3,4181.88,19.162,126.72,419047.3,156.36,877.5,79427.9,29.64
7586,LRQ-0010,DRV-330,Electric rigid (BEV),electric,North-South Expressway (KL-JB),2026-07-05T20:26:00,2026-07-06T00:31:04.877855,2026,7,5,20,296.43,245.1,72.6,308.2,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.7,0.0,0.0
7587,LRQ-0010,DRV-330,Electric rigid (BEV),electric,North-South Expressway (KL-JB),2026-07-05T14:55:00,2026-07-05T18:58:38.280488,2026,7,5,14,296.43,243.6,73.0,367.3,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.2,0.0,0.0
7588,LRQ-0010,DRV-330,Electric rigid (BEV),electric,North-South Expressway (KL-Penang),2026-07-05T18:04:00,2026-07-05T22:38:57.267617,2026,7,5,18,295.24,275.0,64.4,572.4,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,772.0,0.0,0.0
7589,LRQ-0011,DRV-690,Rigid 2-axle (Euro 5),diesel,North-South Expressway (KL-JB),2026-07-05T07:44:00,2026-07-05T12:47:00.982989,2026,7,5,7,296.43,303.0,58.7,631.6,0.45,819.46,241855.5,2978.07,13.658,106.17,359454.9,157.79,887.4,117599.3,51.62
